SPANISH,ENGLISH,ETYMON_GLOSS,CONCEPTICON_ID,CONCEPTICON_GLOSS
boca,mouth,MOUTH,674,MOUTH
boca,,NOSE,674,MOUTH
boca,,TOOTH,674,MOUTH
"bocio, gu""egu""echo",,GOURD,,
"bocio, gu""egu""echo",,PARROTS,,
"body liquid, body wind",,FART,,
,body louse,LOUSE,311,BODY LOUSE
bofe,,LUNGS,,
"bofe, pulmo*n",lungs,LUNGS,688,LUNG
,boiling; froth,BUBBLE,,
"bojoncillo, tepehuacate [ETR]",,AVOCADO,,
bola,,BALL-SHAPED,1845,BALL
"bolear, torcer",,"ROLL, WRAP",,
"bolo, borracho",,DRINK,,
bolsa (grande del azu*car),,HANGING,,
bolsa,,HANGING,2468,BAG
bolsa,,NET,2468,BAG
bolsa [para sal/harina] [ETR],,HANGING,,
"boludo ""redondo""",,BALL-SHAPED,,
"boludo, ""redondo""",,BALL-SHAPED,,
bombear (agua),,BUBBLE,,
bombear (agua),,"THROW, SHOOT",,
,bone,,1394,BONE
bone,,,,
,bone [ETR],,,
bonito,,fully grown,,
"book, paper",,FICUS,,
boquiabierto,,OPEN,,
boquiabierto,,YAWN,,
borboteo*,,,,
borboteo*,,BALL-SHAPED,,
borboteo*,,BUBBLE,,
borcelana [ETR],,PLATE,,
bordando [ETR],,WEAVE,,
bordar [ETR],weave a web (spider) [ETR],WEAVE,,
bordo*n,,STAFF,,
"borracho, bolo, tomado",,DRINK,,
borracho,,DRINK,1463,DRUNK
,borrowing,NOT to TAKE,,
bosque (selva),,MANY TREEs = woods,,
bostecear,,YAWN,,
"bostezar, abrir",,YAWN,,
"bostezar, ""esticar""",,YAWN,,
bostezo*,,YAWN,,
bostezo,,YAWN,,
"botarse, caerse",,BREAK,,
boto*n,,,,
bramar,,MOAN,,
,branding iron [ERH],NAME,,
brasa,,CHARCOAL,67,EMBERS
"brasas, carbo*n",,CHARCOAL,,
brasas,,CHARCOAL,67,EMBERS
brasas,,FIRE,67,EMBERS
brasa,,SOOT,67,EMBERS
bravo,,WITCHCRAFT,,
brazada,,FACE.UP,,
brazo,,ARM,1673,ARM
brazo,,"CARRY, LOAD",1673,ARM
"brazo, hombro",,"CARRY, LOAD",,
?,,BREAK,,
,breath [ERH],WIND,,
,bridge,BRIDGE,1011,BRIDGE
brilla,,MIRROR,,
brillar,,MIRROR,708,SHINE
brillar,to shine,MIRROR,708,SHINE
"brillar, verse de lejos",,,,
brincar [ERH],,PUSH,,
brincar,hop,SING,,
brincar,,"WALK, GO",,
brotar,,GO.OUT,2076,SPROUT (VERB)
,brow ridge [ETR],,,
brujeri*a,,MEDICINE,,
brujeri*a,,SLEEP,,
brujeri*a,,WITCHCRAFT,,
brujo,,MEDICINE,2137,MAGICIAN
"brujo, pesadilla de noche, cadejo - gente que sale andar de noche, fig: 'yo no puedo ver esa persona'",,WITCHCRAFT,,
brujo,,SLEEP,2137,MAGICIAN
brujo,,WITCHCRAFT,2137,MAGICIAN
,"brush, the bush",MANY TREEs = woods,,
buche (de gallina),,EAT,,
buche,,TRADE,,
buena gente,,NOT GOOD,,
buena letra [ERH],good hand writing [ERH],NOT GOOD,,
"bueno, bien hecho",,NOT GOOD,,
"bueno, mucho",,NOT GOOD,,
bueno,,NOT GOOD,1035,GOOD
bueno (que sirve),,NOT GOOD,,
Buenos Aires [ERH],,NOT GOOD,,
bueno,,SMELL,1035,GOOD
,bumblebee,WASP,,
bundle; cargo,,"CARRY, LOAD",,
bundle (of 8000),,CACAO,,
burlar [ERH],,MEASURE,,
burro,,DEER,1862,DONKEY
burro,,MOUNTAIN COW,1862,DONKEY
buscar,,,1468,LOOK FOR
buscar,,BEGIN,1468,LOOK FOR
"buscar, llamar",,,,
buscar,,NOT to TAKE,1468,LOOK FOR
buscar piojos [ETR],,PUSH,,
,butterfly,BUTTERFLY,1791,BUTTERFLY
,buttocks [ETR],,,
,buttocks? [ETR],ARSE,,
,buttocks [ETR],TOOTH,,
caballo,,DEER,615,HORSE
caballo,,MOUNTAIN COW,615,HORSE
"cabal, suficiente",,MOULD,,
caban*a,,HOUSE,,
cabello de maiz [ERH],cornsilk [ETR],FEAR,,
cabello,,HAIR,2648,HAIR (HEAD)
cabello,,HAIR of HEAD,2648,HAIR (HEAD)
cabello,,HEAD,2648,HAIR (HEAD)
[cabeza] amarrado con pan*o [ETR],,TWIST,,
cabeza [de] viejo,,HAIR,,
cabeza,,HAIR,1256,HEAD
cabeza,,HEAD,1256,HEAD
cabeza; pelo,,HAIR,,
"cabeza, punta",,HAIR,,
cacacol de agua,,SNAIL,,
caca [ETR],,SHIT,,
,cacao,CACAO,,
cacao,,CACAO,,
cacao [ETR],,,,
cacao [ETR],,CACAO,,
cacaxte,,CRATE,,
"cachete, mejilla",,TOOTH,,
cachete,,TOOTH,,
"cacho, cania",,CORNER,,
"cacho, cuerno",,HORN,,
cacho [ETR],,HORN,,
cacho [ETR],,"STAB, POKE",,
cacho,,HOOK,,
cacho,,HORN,,
cacho para llamar,,NOT to TAKE,,
cada uno,,ONE,,
cadera; nalgas,,ARSE,,
cadera,,THIGH,1745,HIP
cadera,,TOOTH,1745,HIP
"caer, bajar",,GO.DOWN,,
caer [ETR],,"ROLL, WRAP",,
caer gotas,,DRIP,,
caerse,,,2894,TUMBLE (FALL DOWN)
caerse,,GO.BY,2894,TUMBLE (FALL DOWN)
caerse,,GO.DOWN,2894,TUMBLE (FALL DOWN)
caerse,,TIRED,2894,TUMBLE (FALL DOWN)
caerse y sumirse [ETR],,BREAK,,
caer una gota en comida,,DRIP,,
cai*do/botado/tirado por estar bolo,,"STAB, POKE",,
caite,,,,
"caite, huarache, zapato",,,,
"caite, huarache, zapato",footgear,,,
"caite,huarache, zapato",footgear,,,
cajuela [ERH],,GO.BACK,,
calabash,,GOURD,,
"calabaza, ayote",,SQUASH,,
calabaza chata verde,,PIP of PUMPKIN,,
"calabaza chica [ERH,-ETR]",,SQUASH,,
calabaza [ETR] [ERH],,SQUASH,,
calabaza,,GOURD,411,GOURD
calabaza,,SQUASH,411,GOURD
calambre,,DEER,,
calambre en los pies [enf.],,snake,,
calambre,,GREEN DEER,,
calambre,,snake,,
cal,,ASHES,,
calavera,,,,
calavera,,BONE of HEAD = `skull',,
calavera,,skull,,
calcan*ar,,BIG its FOOT = tall,,
"calculado, medido [ERH]",,SEE,,
calentar,,BURN,1341,HEAT UP
calentarse,,BURN,,
calentarse,,FIRE,,
calentura,,BURN,,
calentura [ETR],,FIRE,,
"caliente (agua, la comida)",,BIG DAY = festival,,
"caliente (agua, la comida)",,BUBBLE,,
"caliente (agua, la comida)",,BURN,,
"caliente (agua, la comida)",,FIRE,,
"caliente (agua, la comida)",,RED,,
caliente,,BIG DAY = festival,2272,HOT OR WARM
caliente,,BURN,2272,HOT OR WARM
"caliente (como el sol, por el sol)",,BURN,,
"caliente (como el sol, por el sol)",,FIRE,,
"caliente (como el sol, por el sol)",,RED,,
caliente,,FIRE,2272,HOT OR WARM
caliente; tiempo,,BURN,,
calientito,warm,BURN,2272,HOT OR WARM
callado,,,,
callado,,DUMB,,
callarse,,,48,BE SILENT
"callarse, cesar",,,,
calle,,BIG ROAD = `street',1362,STREET
"calle, camino",,BIG ROAD = `street',,
cal,"lime, CaCO2",ASHES,,
callo,,,,
callo,,SKIN,,
calmado,,,,
calmado,,SOFT,,
"calor, rayos del sol",,FIRE,,
"calvo, pelo*n",,BALD,,
"calvo, pelo*n",,EAT,,
"calvo, pelo*n",,PEEL,,
"calvo, pelo*n",,"ROLL, WRAP",,
"calvo, pelo*n",,SKIN,,
calzo*n (largo),,TROUSERS,,
"calzo*n, pantalo*n",,TROUSERS,,
"cama, banco",,BOARD,,
cama,,BED,1663,BED
"cama, lecho",,BED,,
camaroncillo,,SHRIMP,,
camaro*n [ETR] [ERH],,SHRIMP,,
camaro*n,,SHRIMP,,
cama,,SLEEP,1663,BED
cambiar,,CHANGE,1264,CHANGE
cambiar dinero,,CHANGE,,
"cambiar, pagar",,CHANGE,,
"cambiar, prestar",,CHANGE,,
cambiar[se [autoridades] [ETR] [ERH],,CHANGE,,
cambiar-se,,CHANGE,,
"cambiar, suceder en cargo",,CHANGE,,
cambiar,,TRADE,1264,CHANGE
cambio,,CHANGE,,
"caminar, andar",,,1443,WALK
"caminar, andar",,BIG ROAD = `street',1443,WALK
"caminar, andar",,"WALK, GO",1443,WALK
caminar,,BIG ROAD = `street',1443,WALK
caminar [ETR],,BIG ROAD = `street',,
caminar [ETR],,"WALK, GO",,
caminar,,"WALK, GO",1443,WALK
camino*,,,488,MANNER
camino*,,BIG ROAD = `street',488,MANNER
camino,,BIG ROAD = `street',488,MANNER
Camino de Fri*o [ETR],the Milky Way [ETR],,,
Camino de Fri*o [ETR],the Milky Way [ETR],BIG ROAD = `street',,
camino [ETR],,BIG ROAD = `street',,
camino*,,"WALK, GO",488,MANNER
camio*n [ETR],,OVER,,
camote dulce [ERH],,SWEET POTATO,,
camote dulce [ETR] [ERH],,SWEET POTATO,,
camote dulce [ETR] [ERH],,VINE,,
camote [ERH],,SWEET POTATO,,
camote,,SWEET POTATO,159,SWEET POTATO
camote,sweet potato,SWEET POTATO,159,SWEET POTATO
campo de pura grama,,BRAID,,
"campo, llano",,,,
"campo, llano",,PLAIN,,
campo,,PLAIN,212,FIELD
"campo, plan",,PLAIN,,
campo,savanna,PLAIN,212,FIELD
cana,,CANE,,
can*a carrizo,,REED,,
can*a; cohete,,REED,,
can*a de azu*car,,CANE,,
can*a (de azu*car) [ETR] [ERH],,CANE,,
can*a de carrizo,,REED,,
"can*a de carrizo, vara",,REED,,
can*a delgada para hacer flechas,,REED,,
can*a de milpa,,CANE,,
can*a de milpa [ERH],,,,
can*a de milpa,,NOT to GIVE,,
"canal, conducto",,MAKE,,
"canal, conducto",,"ROAD of WATER = streambed, ditch",,
"ca*n*amo, sisal",,ROPE,,
"ca*n*amo, sisal",,THREAD,,
can*a,,SMELL,,
"canas, pelo blanco",,HAIR,,
"canas, pelo blanco",,HAIR of HEAD,,
"canas, pelo blanco",,WHITE,,
canasta,,BASKET,1539,BASKET
"canasta, chiquihuite [ETR]",,BASKET,,
canasta con argollas,,BASKET,,
"canasta, lado del cuerpo",,BASKET,,
canasta/o,,BASKET,,
canasta sin argollas,,BASKET,,
canasto con agarrador,,BASKET,,
canasto cuadrado,,BASKET,,
canas,,WHITE,,
"cancio*n, cantar",,SING,,
cancio*n,,DANCE,,
cancio*n [ETR],,SING,,
cancio*n,,SING,,
"candela, vela",,FIRE,,
"candela, vela",,FLOWER,,
"candela, vela",,WASP,,
"cane, walking stick",,STAFF,,
cangrejo,,,2348,CRAB
cangrejo,"[crab in mountains, crawfish or river shrimp on coast]",CRAWFISH,2348,CRAB
cangrejo,,CRAWFISH,2348,CRAB
cangrejo [ETR],,COVER,,
cangrejo [ETR],,CRAWFISH,,
"canoa, barco",,CANOE,,
canoa,,CANOE,1970,CANOE
canoa de coches [ERH],,"CARRY, LOAD",,
canoa,,GOURD,1970,CANOE
canoe,,CANOE,,
cansado,,TIRED,1757,TIRED
cansarse,,TIRED,1996,GET TIRED
cantar,,DANCE,1261,SING
cantar,,DRUM,1261,SING
cantar [ETR],,SING,,
ca*ntaro,,,,
ca*ntaro [ETR],,"THROW, SHOOT",,
ca*ntaro,,POT,,
"ca*ntaro, tinaja",,POT,,
cantar,,SING,1261,SING
cantil,,,,
cantina [ERH],,TRADE,,
"canto, cancio*n",,SING,,
canto,,SING,,
cara,,,1560,FACE
cara,,BIG its FACE = wide,1560,FACE
caracol de agua,,LAKE,,
caracol del mar,,SNAIL,,
caracol de mar,,SNAIL,,
caracol de monte,,SNAIL,,
caracol de tierra,,SNAIL,,
"caracolillo, jute",,SNAIL,,
caracolillo,,SNAIL,,
caracol,,SNAIL,1543,SNAIL
cara,,FACE,1560,FACE
"cara, fruta",,FACE,,
cara,,MIRROR,1560,FACE
cara,,SEE,1560,FACE
"carbo*n, brasas",,CHARCOAL,,
carbo*n,,CHARCOAL,,
"carbon (C), hollin (L)",,SMOKE,,
carbo*n,,SOOT,,
ca*rcel,,BOARD,,
carcel,,BOARD,,
"ca*rcel, calabozo",,,,
"ca*rcel, calabozo",,BOARD,,
ca*rcel,,GRAB,,
"cardar trigo, jalar pelos",,CLENCH,,
carga,,"CARRY, LOAD",,
carga [ETR],load on back [ETR],OVER,,
carga,load,"CARRY, LOAD",3669,LOAD (SOMETHING)
cargar,,"CARRY, LOAD",700,CARRY
cargarlo [ETR],to carry it on one's back [ETR],"CARRY, LOAD",,
carne,,,2615,FLESH OR MEAT
carne; carne para comer [ETR],,,,
carne de comer,,,,
carne de comer,,EAT,,
carne del cuerpo,,,,
carne del cuerpo,,EAT,,
carne,,EAT,2615,FLESH OR MEAT
carnero,,,,
carnero,,CLOTHING; COTTON,,
carnero,,FART,,
carnero,,PET,,
caro [ETR] [ERH],,PAY,,
"caro; paga, precio",,PAY,,
carrera,,RUN,,
"carrizo, can*a; cohete",,REED,,
"carrizo, flecha",,REED,,
carrizo,,REED,659,REED
"carrizo, vara",,REED,,
carto*n [ERH],cardboard box [ERH],THICK,,
casa de 'bajare*' [ETR],,BREAK,,
casa [ETR],,HOUSE,,
casa,,HOUSE,2406,HOME
casamiento,,,,
casarse,,,203,MARRY
ca*scara,,BACK,,
ca*scara,,BARK,,
ca*scara [ETR],,BACK,,
ca*scara,,SKIN,,
casco [ETR],,GO.BACK,,
casco (pezun*a de caballo),,,,
casco (pezun*a de caballo),,NAIL,,
"casita, jacal, choza",,HOUSE,,
caspa,,HEAD,576,DANDRUFF
caspa,,MANGE,576,DANDRUFF
,"cassava, manioc",CASSAVA,925,CASSAVA
castan*o de indias,,EYE of DEER,,
castigarlo [ERH],,"PUT, GIVE",,
castigo [ERH],,"PUT, GIVE",,
,castor bean,soaproot,,
catarro,,COUGH,102,COMMON COLD (DISEASE)
catarro [ETR],,NOSE,,
catorce,,FOURTEEN,,
,cave,,1155,CAVE
cave; cliff,,,,
"caza, caceri*a","game, what is hunted",GRAB,,
cazar,,,1435,HUNT
"cazar animal, perro, cazador",,GRAB,,
"cazar [ETR]; ir a cazar [ERH,-ETR]",,GRAB,,
"cazuela, cajete",,PLATE,,
cebolla,,ONION ,2366,ONION
,cedar,CEDAR ,3929,BRAZILIAN CEDAR
cedro,,CEDAR ,3929,BRAZILIAN CEDAR
cedro [ETR],,FART,,
cedro,,FART,3929,BRAZILIAN CEDAR
"ceiba (""a*rbol"")",,GREEN TREE = `ceiba',,
"ceiba (""a*rbol verde"")",,GREEN TREE = `ceiba',,
ceiba [ERH],,SILK-COTTON TREE,,
ceiba,,GREEN TREE = `ceiba',,
ceiba,,SILK-COTTON TREE,,
ceja,,HAIR,1173,EYEBROW
"ceja, pestan*a",,HAIR,,
cejas,,HAIR,,
"celar, estar celoso",,JEALOUSY,,
celeste,,,,
celeste,,GREEN,,
celo(s),,JEALOUSY,,
celos,,JEALOUSY,,
celoso [ETR],,JEALOUSY,,
celoso,,JEALOUSY,,
"cen*ida [ERH,-ETR]",,TIE,,
ceniza,,ASHES,646,ASH
"ceniza, cal",,ASHES,,
cenizas,,ASHES,646,ASH
centipede,,CENTIPEDE,,
centro de pueblo,,TOWN,,
centro,,MIDDLE,491,CENTER
,century plant and fiber,CENTURY PLANT,,
cera,beeswax,WASP,1931,BEESWAX
cera de abeja,,WASP,1931,BEESWAX
cera,,WASP,1931,BEESWAX
cerbatana,,BLOWGUN,432,BLOWGUN
cerbatana,blowgun,BLOWGUN,432,BLOWGUN
"cerbatana, escopeta",,BLOWGUN,,
cerbatana; escopeta,,BLOWGUN,,
cerca,,NEAR,1690,FENCE
cerca,,STICKY,1690,FENCE
cereza,,,2765,CHERRY
cereza,,hogplum,2765,CHERRY
cernidor para nixtamal,,STRAIN,,
cerrado,,COVER,589,CLOSED
cerrar,,,1046,SHUT
cerrar,,COVER,1046,SHUT
cerrar los ojos,,CLOSE.EYES,2063,CLOSE (EYES)
cerro,,,614,HILL
cerro,,BIG MOUNTAIN = volcano,614,HILL
cerro* (los ojos),,CLOSE.EYES,,
cerro* (los ojos),,COVER,,
"cerro, sierra",,,,
"chamacos, nin*os [ETR]; los chiquillos [ERH,-ETR]",,,,
chamaquito/milpa sequito/delgadito,,TOAST,,
chamaquitos) probar con juegos sexuales,,,,
chamarra blanca,,HAIR,,
chamarra blanca,,WHITE,,
"chamarra, cobija",,HAIR,,
"chamarra, 'cubertora', sa*bana, cobija [ERH]",,BURN,,
chamuscar,,BURN,,
chaparrito [ERH],,STANDING,,
chaporrearlo [ETR],to clear brush to open a road [ETR],,,
chaporrearlo [ETR],to clear brush to open a road [ETR],SWEEP,,
,[chapped-lipped],BREAK,,
chapuli*n,,"CRICKET, GRASSHOPPER",,
"chapuli*n, saltamonte",,"CRICKET, GRASSHOPPER",,
,charcoal,CHARCOAL,1188,CHARCOAL
,charcoal,SOOT,1188,CHARCOAL
charco,,MUD,2290,PUDDLE
"chayote [ERH,-ETR]",,HAIR,,
"chayote, huisquil",,PIP of PUMPKIN,,
chayote,,PIP of PUMPKIN,,
,cheekbone [ETR],,,
,cheek,TOOTH,1730,CHEEK
"chenco, renco, cojo",,THIGH,,
"chest, front",,,,
chicha (bebida),,POT,,
chicha,,BURN,,
chicha,,DRINK,,
chicha,,POT,,
chicharra,,"CRICKET, GRASSHOPPER",,
chicharra [ERH],,LOCUST,,
chicharra,,LOCUST,,
chiche,,MOTHER,,
chiche (palo) [ERH],,BITTER,,
"chiche, pecho de mujer",,TIT,,
chiche,,TIT,,
chichicaste [ETR],,NETTLE,,
"chichicaste, mala mujer",,NETTLE,,
chichicaste,,NETTLE,,
"chichicaste, ortiga",,NETTLE,,
chicle,,,,
chicle,,CHEW,,
chico,,,1366,BOY
chico,,LITTLE,1366,BOY
"chico, pequen*o",,,,
"chico, pequen*o",,CHILD,,
"chico, pequen*o",,LITTLE,,
"chico, pequen*o",,LOOSE,,
chicotear,,SKIN,,
chicozapote,,,,
chicozapote,,marmalade fruit,,
"chiflar, siblar",,FLUTE,,
"chiflar, silbar (con las manos)",,FLUTE,,
"chiflar, silbar",,FLUTE,,
"chiflar, silblar",,FLUTE,,
"chiflido, silbido",,FLUTE,,
chilaca [ERH],,,,
chilaca [ERH],,SQUASH,,
chilacayote [ERH],,,,
"chilacayote [ERH,-ETR] ""calabaza grande de tierra fri*a""",big squash of cold country,SQUASH,,
chilacayote [ERH],,SQUASH,,
chilacayote,,PIP of PUMPKIN,,
chilate (bebida),,,,
"child, baby",,,,
"child, sprout; young, unripe",,CHILD,,
"chile, aji*",,CHILLI,,
chile,,CHILLI,,
chile diente de perro,"kind of chile [ETR]: ""dog's tooth""",CHILLI,,
chile diente de perro,"kind of chile [ETR]: ""dog's tooth""",TOOTH,,
chile [ETR],,CHILLI,,
chile gr.,,CHILLI,,
,chile pepper,CHILLI,,
"chile, picante, aji*",,CHILLI,,
chiltepe,,BIRD,,
chiltepe,,CHILLI,,
chiltepe,,FINE,,
chima*n [ERH],,WITCHCRAFT,,
chima*n,[native curer],,,
chinche,,BEDBUG,,
chinche [ETR] [ERH],,,,
chinche [ETR] [ERH],,BAD-SMELLING,,
chinche,,MAKE,,
chinchi*n de vi*bora [ETR],,RATTLESNAKE,,
chinchi*n,,GOURD,,
chinchi*n,,RATTLE,,
chinchi*n,,RATTLESNAKE,,
,chin [ETR],,,
chipili*n [ETR],,RATTLEPOD ,,
chipilin,,POT-HERBS,,
chipili*n,,RATTLEPOD ,,
chipilin,,RATTLEPOD ,,
chiquez,,LITTLE,,
chiquiri*n,,LOCUST,,
"chiquitillo, nin*ito",,,,
chiquito/redondo de la cabeza [ETR],,BALL-SHAPED,,
"chirimi*a, flauta, pito",,FLUTE,,
chispa,,FLOWER,,
chispeo* fuego,,FIRE,,
"chivo, cabro",,,,
"chivo, cabro",,CLOTHING; COTTON,,
"chivo, cabro",,FART,,
"chivo, cabro",,PET,,
"choco, ciego",,BLIND,,
"choco [ETR]; no tiene la ca*usula del ojo, chinche del campo",one-eyed [ERH],BREAK,,
chocolate,,CACAO,3873,CHOCOLATE
<chocoy> [ETR],,PARROTS,,
chocoy(o) (pa*jaro),,PARROTS,,
chocoyo,,PARROTS,,
chompipe hembra,,TURKEY,,
chompipe macho,,TURKEY,,
"chompipe (m,f)",,TURKEY,,
"(chucho con) rabia, {encantado, locura} [enf.]",,,,
`chupado' [ETR],"dried up, shrivelled [ETR]",CLOSE.EYES,,
"chupado (mai*z,granos)",,,,
chupamiel,,,,
chupar,,,319,LICK
"chupar, besar",,,,
chuparlo [can*a] [ETR],,,,
"chuparlo, fumarlo",,SMELL,,
"chupar, mamar, besar",,,,
"chupar, mamar",,TIT,1421,SUCK
cicatriz,,,497,SCAR
cicatriz,,CUT,497,SCAR
cicatriz,,MEASURE,497,SCAR
cicatriz,,"SCRAPE, SCRATCH",497,SCAR
cica*,,WHITE,,
ciego,,BLIND,1653,BLIND
"ciego, choco",,BLIND,,
"ciego, choco",,CLOSE.EYES,,
ciego,,CLOSE.EYES,1653,BLIND
ciego en un ojo,,CLOSE.EYES,,
ciego en un ojo,,FACE,,
ciego en un ojo,,SEED,,
cielo [ERH],"sky, heaven [ERH]",SKY,,
cielo,,LADDER,1732,SKY
cielo,,SKY,1732,SKY
cielo,"sky, heaven",SKY,1732,SKY
cielo,"sky,heaven",SKY,1732,SKY
cielo,,SUN,1732,SKY
ciempie*s,,CENTIPEDE,,
cien,,,,
cien,00,,,
"cienpies (""snake-hand"")",,ARM,,
ciento sesenta,,,,
ciento veinte,,,,
ciento veinte,,100 + 20,,
cierta clase de guacal; ji*cara,,GOURD,,
cierta flor,,,,
cierta planta,,WILLOW,,
cierto animal,,AGOUTI,,
cierto animal,,CROW/HERON,,
cierto animal,,MONKEY,,
cierto a*rbol,,PIP of PUMPKIN,,
cierto a*rbol sin fruta de que se hacen cabos de hachas,,"white sapote, Mexican apple",,
cierto monte con flor amarilla,,,,
cierto pa*jaro,,,,
cierto pa*jaro,,HAWK,,
"cierto, verdadero",,,,
"cierto, verdadero",,SPEAK,,
"cierto, verdadero; verdad",,,,
cigarro,,TOBACCO,969,CIGARETTE
cincel,,,1979,CHISEL
cinco (5),,FIVE,,
cinco,,FIVE,493,FIVE
cinco negritos - palo con fruta como cereza,,hogplum,,
cincuenta,,,,
"cinta, listo*n",,"CARRY, LOAD",,
"cinta, listo*n",,PEEL,,
cintura [ERH] [ETR],waist [ERH] [ETR],TIE,,
cintura,,MIDDLE,1681,WAIST
cintura,,TIE,1681,WAIST
cinturo*n,,SASH,,
cinturo*n,,TIE,,
cipre*s blanco,,PINE,,
cipre*s,,PINE,,
,circular,SPINDLEWHORL,2302,CIRCULAR (ROUND IN TWO DIMENSIONS)
circunferencia,,ARRIVE.THERE,,
ciudad,,TOWN,2547,CITY
ciudad,,TRADE,2547,CITY
clarinero,,,,
clarinero,,GRACKLE,,
clarinero (grande),,GRACKLE,,
"claro, de di*a",,WHITE,,
claro [ETR],clear [sky] [ETR],SUN,,
claro [ETR],[speaking] clearly [ETR],WHITE,,
"claro, exacto",,,,
clase de culebra,bushmaster,,,
clase de culebra,,RATTLESNAKE,,
"clase de hongo (""tecomate amarillo"")",,MOSS,,
clase de hormiga,,ANT,,
clase de tigre,,JAGUAR,,
clase de tigre,,WHITE,,
[class undetermined],child (one's offspring) (of woman?) [ETR],LITTLE,,
[class undetermined] gusano 'cipre*s' [ETR],,LEAF of PINE = `pine needles',,
[class undetermined] ombligo [ETR],,NAVEL,,
clavar,,HIT,3306,NAIL
clavija de guitarra,,EAR,,
"clavo de madera, clavija",,PEG,,
claw,,NAIL,,
,"claw, -nail",NAIL,,
clay bowl,,PLATE,,
cl. de caimito,,CORNER,,
cl. de caimito,,HOOK,,
"cleft, split",,CUT,,
cliscli*s (= jilguero?) (pa*jaro),,HAWK,,
,clitoris [ETR],ARSE,,
,"clothes, cloth",CLOTHING; COTTON,,
clothes,,CLOTHING; COTTON,,
,cloud,SHADOW; CLOUD,1489,CLOUD
cloud,,SHADOW; CLOUD,,
coati,,COATI,,
"cobarde, miedoso [ERH,-ETR]",,FEAR,,
"cobija, chamarra",,CLOTHING; COTTON,,
"cobija, chamarra",,HAIR,,
"cobija, chamarra",,SKIN,,
cobrar,,"CALL, YELL, SHOUT",,
cocer,,COOK,,
cocerse,,BED,,
cocerse,,COOK,,
coche/cochemonte,,PECCARY,,
coche [ETR],pig [ETR],"CARRY, LOAD",,
cochemonte,,MANY TREEs = woods,,
cochemonte,,PECCARY,,
cochemonte,,WOODS PIG = `peccary',,
cocido,,COOK,269,COOKED
cocido [ETR],,COOK,,
"cocido, maduro",,BED,,
codo,,,981,ELBOW
codo,,CORNER,981,ELBOW
codorniz,,BIRD,1893,QUAIL
codorniz,,QUAIL,1893,QUAIL
"coger [animales, pa*jaros] [ETR]",,GATHER,,
"coger, joder",,SMOOTH,,
cogerla,to copulate with her,GENITALS,,
coger mujer,,BIRD,,
coger [pa*jaros] [ETR],,,,
cohete,,REED,,
,coiled up [snake] [ETR],stretched out (snake),,
cojo,,,,
cojoyito [ETR],,,,
colador,,STRAIN,,
cola [ETR],,TAIL,,
cola,,TAIL,1220,TAIL
cola,tail,TAIL,1220,TAIL
colcho*n,,NEST,,
,cold,,2932,COLD (CHILL)
colgado,,,,
colgado,,HANGING,,
colgado,,HOOK,,
colgado,,SPREAD,,
colgar,,"THROW, SHOOT",357,HANG UP
"colgar, tirar",,"THROW, SHOOT",,
"colibri*, gorrio*n, chupamiel, chupaflor, chuparrosa",,HUMMINGBIRD,,
"colibri*, gorrio*n, chupamiel, chupflor, chuparrosa",,HUMMINGBIRD,,
"collar, gargantilla, chachal",,,,
"collar, gargantilla, chachal",,BIG MOUNTAIN = volcano,,
"collar, gargantilla, chachal",,PLAY,,
"collar, gargantilla",necklace,,,
"collar, gargantilla,",necklace,,,
colmena [ETR],honey [ETR],WASP,,
"colmillo (""diente perro"")","fang, eyetooth",TOOTH,,
"colmillo (""perro de diente"")","fang, eyetooth",TOOTH,,
"colmillo, (""perro de diente"")","fang, eyetooth",TOOTH,,
colmillo,,TOOTH,,
colocho,,BALL-SHAPED,,
colonia [ETR],collection of houses [ETR],HOUSE,,
color,,,1613,COLOR
colorado,,RED,156,RED
colorado y maduro,,PARROTS,,
color,,PAINT,1613,COLOR
color,,SEE,1613,COLOR
columna vertebral,,BACK,,
comadreja,,WEASEL ,,
comadreja,,WHITE,,
comadrona,,,,
comadrona,,FEMALE CONNECTED KIN,,
comadrona,,MEDICINE,,
comadrona,,SEE,,
comal [ETR],,GRIDDLE ,,
comal,,GRIDDLE ,,
"comal, teja",,GRIDDLE ,,
comal,,TOAST,,
,comb,COMB,2070,COMB (VERB)
"comedero, batea",,CANOE,,
"comedero, batea",,EAT,,
comedor,,EAT,,
"comenzar, empezar [ETR]",,"CARRY, LOAD",,
"comenzarlo, empezarlo [ETR]",,"CARRY, LOAD",,
comenzo*,,BEGIN,,
comer carne,,EAT,,
"comer carne, morder",,EAT,,
comer carne; morder,,EAT,,
comer carne/pescado,,EAT,,
comer,,CHEW,1336,EAT
comercio*,,TRADE,746,SHOP
comer comida [ETR] [ERH],,EAT,,
comer comida/fruta/carne/tostada/tortilla [ETR],,EAT,,
comer comida suave,,EAT,,
comer como golosina,,CHOKE,,
comer cosa dura,,EAT,,
comer cosas suaves,,EAT,,
comer,,EAT,1336,EAT
comer en general; comer fruta,,EAT,,
comer fruta,,EAT,,
comer fruta verde,,EAT,,
comer generalmente,,EAT,,
comerlo [caldo]; caldearlo [to make soup out of it] [ERH],,EAT,,
"comerlo [ERH,-ETR]",,EAT,,
comer/mascar frutas/dulces,,EAT,,
"comer, masticar",,CHEW,,
